epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.692307710647583,1.0502735376358032,0.6984127163887024,1.2228233814239502,0.0005000000237487257
2,0.9218559265136719,0.4535277485847473,0.8333333134651184,0.6972918510437012,0.0005000000237487257
3,0.9675213694572449,0.32135266065597534,0.341269850730896,4.2425456047058105,0.0005000000237487257
4,0.9748473763465881,0.28517866134643555,0.761904776096344,1.526017189025879,0.0005000000237487257
5,0.9833943843841553,0.2453739494085312,0.7539682388305664,1.1801612377166748,0.0005000000237487257
6,0.9894993901252747,0.21851232647895813,0.8095238208770752,0.70000821352005,0.0005000000237487257
7,0.9897435903549194,0.20517407357692719,0.9841269850730896,0.2235785573720932,0.0005000000237487257
8,0.995604395866394,0.18468905985355377,0.5555555820465088,2.216615915298462,0.0005000000237487257
9,0.9938949942588806,0.1781521439552307,0.9047619104385376,0.38438448309898376,0.0005000000237487257
10,0.9934065937995911,0.16762812435626984,0.920634925365448,0.4816206395626068,0.0005000000237487257
11,0.990231990814209,0.17029958963394165,0.9365079402923584,0.3079695403575897,0.0005000000237487257
12,0.9914529919624329,0.15407119691371918,0.658730149269104,1.9433441162109375,0.0005000000237487257
13,0.9992673993110657,0.1288895457983017,0.9682539701461792,0.22063007950782776,0.0005000000237487257
14,0.9943833947181702,0.12609927356243134,0.7936508059501648,0.811298131942749,0.0005000000237487257
15,0.9938949942588806,0.12516002357006073,0.761904776096344,1.5648672580718994,0.0005000000237487257
16,0.9934065937995911,0.12049819529056549,0.7698412537574768,1.2815587520599365,0.0005000000237487257
17,0.9953601956367493,0.10940475016832352,0.8253968358039856,0.8569121360778809,0.0005000000237487257
18,0.9929181933403015,0.10698141902685165,0.8333333134651184,1.0917565822601318,0.0005000000237487257
19,0.9904761910438538,0.11286593973636627,0.7460317611694336,1.9059383869171143,0.0005000000237487257
20,0.9934065937995911,0.09396306425333023,0.8095238208770752,1.634621500968933,0.0005000000237487257
21,0.9912087917327881,0.1007108986377716,0.7777777910232544,0.9521071314811707,0.0005000000237487257
22,0.9973137974739075,0.08010095357894897,0.976190447807312,0.16762563586235046,0.0005000000237487257
23,0.9985347986221313,0.06732163578271866,0.8730158805847168,0.5770435929298401,0.0005000000237487257
24,0.9980463981628418,0.06776278465986252,0.9682539701461792,0.13806036114692688,0.0005000000237487257
25,0.9970695972442627,0.06509333103895187,0.6507936716079712,1.61274254322052,0.0005000000237487257
26,0.995604395866394,0.06628996878862381,0.9841269850730896,0.08418818563222885,0.0005000000237487257
27,0.997802197933197,0.055187854915857315,0.9841269850730896,0.08367494493722916,0.0005000000237487257
28,0.995604395866394,0.055847883224487305,0.89682537317276,0.3856561481952667,0.0005000000237487257
29,0.9929181933403015,0.06732852011919022,0.60317462682724,2.67630934715271,0.0005000000237487257
30,0.9992673993110657,0.045620307326316833,0.9444444179534912,0.16454415023326874,0.0005000000237487257
31,0.9975579977035522,0.04462989419698715,0.976190447807312,0.13545453548431396,0.0005000000237487257
32,0.9970695972442627,0.0454573892056942,0.8650793433189392,0.6762392520904541,0.0005000000237487257
33,0.9982905983924866,0.03804459422826767,0.9920634627342224,0.0620734877884388,0.0005000000237487257
34,0.9995115995407104,0.03286951035261154,0.9841269850730896,0.0571901910007,0.0005000000237487257
35,1.0,0.02853573113679886,0.9920634627342224,0.03882084786891937,0.0005000000237487257
36,0.9997557997703552,0.026077883318066597,0.8095238208770752,1.116132140159607,0.0005000000237487257
37,0.9970695972442627,0.03622742369771004,0.1666666716337204,14.570189476013184,0.0005000000237487257
38,0.9899877905845642,0.05482024699449539,0.8571428656578064,0.48972654342651367,0.0005000000237487257
39,0.9975579977035522,0.031109631061553955,0.738095223903656,1.3759281635284424,0.0005000000237487257
40,0.9980463981628418,0.03150635585188866,0.9920634627342224,0.03308803215622902,0.0005000000237487257
