epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.380952388048172,1.6789101362228394,0.7063491940498352,1.1927443742752075,0.0005000000237487257
2,0.6627594828605652,0.8498742580413818,0.8015872836112976,0.4955174922943115,0.0005000000237487257
3,0.7548229694366455,0.5769457817077637,0.8015872836112976,0.3915052115917206,0.0005000000237487257
4,0.7936508059501648,0.4835977554321289,0.8650793433189392,0.35409387946128845,0.0005000000237487257
5,0.8214896321296692,0.42802345752716064,0.8888888955116272,0.2882978618144989,0.0005000000237487257
6,0.8417582511901855,0.3721585273742676,0.9047619104385376,0.23713599145412445,0.0005000000237487257
7,0.8625152707099915,0.3396630585193634,0.9047619104385376,0.19471685588359833,0.0005000000237487257
8,0.8886446952819824,0.2903999388217926,0.9682539701461792,0.12405943125486374,0.0005000000237487257
9,0.8910866975784302,0.2673361003398895,0.9523809552192688,0.1079130694270134,0.0005000000237487257
10,0.9035409092903137,0.2421843558549881,0.9285714030265808,0.13354739546775818,0.0005000000237487257
11,0.9079365134239197,0.23579300940036774,0.9603174328804016,0.09585313498973846,0.0005000000237487257
12,0.9201465249061584,0.19895248115062714,0.976190447807312,0.08833140134811401,0.0005000000237487257
13,0.925030529499054,0.2033449113368988,0.9682539701461792,0.12230435758829117,0.0005000000237487257
14,0.9277167320251465,0.1913711428642273,0.9682539701461792,0.08426964282989502,0.0005000000237487257
15,0.9330891370773315,0.18882687389850616,0.9682539701461792,0.09702958166599274,0.0005000000237487257
16,0.9316239356994629,0.1803111582994461,0.9365079402923584,0.1541336178779602,0.0005000000237487257
17,0.9377289414405823,0.16379700601100922,0.9682539701461792,0.11208364367485046,0.0005000000237487257
18,0.9384615421295166,0.15840695798397064,0.9682539701461792,0.14295123517513275,0.0005000000237487257
19,0.9421245455741882,0.15572164952754974,0.976190447807312,0.1209244355559349,0.0005000000237487257
20,0.9531135559082031,0.13773134350776672,0.9682539701461792,0.08127406984567642,0.0005000000237487257
21,0.9567765593528748,0.1207481101155281,0.9682539701461792,0.055635638535022736,0.0005000000237487257
22,0.9492063522338867,0.13964904844760895,0.9682539701461792,0.06282184273004532,0.0005000000237487257
23,0.954334557056427,0.13661298155784607,0.9682539701461792,0.08406240493059158,0.0005000000237487257
24,0.9616605639457703,0.11872337758541107,0.9920634627342224,0.0382227785885334,0.0005000000237487257
25,0.9579975605010986,0.12242817878723145,0.9365079402923584,0.1095208078622818,0.0005000000237487257
26,0.9623931646347046,0.10578636825084686,0.976190447807312,0.07709950953722,0.0005000000237487257
27,0.9609279632568359,0.10713139921426773,0.9841269850730896,0.07163263112306595,0.0005000000237487257
28,0.9736263751983643,0.07775580137968063,0.9603174328804016,0.06175008416175842,0.0005000000237487257
29,0.9650793671607971,0.09691303223371506,0.976190447807312,0.04820557311177254,0.0005000000237487257
30,0.9741147756576538,0.08013918250799179,0.9682539701461792,0.04875988885760307,0.0005000000237487257
31,0.9775335788726807,0.07296879589557648,0.9682539701461792,0.10387597978115082,0.0005000000237487257
32,0.9772893786430359,0.06892021745443344,0.9523809552192688,0.09542682021856308,0.0005000000237487257
33,0.973870575428009,0.07277020066976547,1.0,0.014581583440303802,0.0005000000237487257
34,0.9851037859916687,0.053061842918395996,0.9841269850730896,0.07500726729631424,0.0005000000237487257
35,0.9770451784133911,0.07095612585544586,0.976190447807312,0.08559229969978333,0.0005000000237487257
36,0.9811965823173523,0.054779935628175735,0.9523809552192688,0.12160099297761917,0.0005000000237487257
37,0.9809523820877075,0.05821701139211655,1.0,0.012433581054210663,0.0005000000237487257
38,0.9819291830062866,0.05555547773838043,0.9682539701461792,0.06189839914441109,0.0005000000237487257
39,0.9848595857620239,0.05140012875199318,0.9841269850730896,0.07792609930038452,0.0005000000237487257
40,0.9863247871398926,0.05073772370815277,0.9920634627342224,0.043225422501564026,0.0005000000237487257
